Fecha y Hora,Valor,
2016-06-22,88.89375,51.0
2016-06-23,95.43,51.0
2016-06-24,79.6425,51.0
2016-06-25,86.8258333333333,51.0
2016-06-26,92.0075,51.0
2016-06-27,96.8895833333333,51.0
2016-06-28,73.85125,51.0
2016-06-29,66.0833333333333,51.0
2016-06-30,79.9141666666667,51.0
2016-07-01,139.279583333333,51.0
2016-07-02,129.938333333333,51.0
2016-07-03,110.723333333333,51.0
2016-07-04,111.651666666667,51.0
2016-07-05,81.51625,51.0
2016-07-06,122.26125,51.0
2016-07-07,113.3875,51.0
2016-07-08,137.195416666667,51.0
2016-07-09,88.7008333333334,51.0
2016-07-10,90.3183333333333,51.0
2016-07-11,78.5491666666667,51.0
2016-07-12,97.4141666666666,51.0
2016-07-13,102.911666666667,51.0
2016-07-14,76.7445833333333,51.0
2016-07-15,73.8204166666667,51.0
2016-07-16,74.84625,51.0
2016-07-17,104.299583333333,51.0
2016-07-18,82.86125,51.0
2016-07-19,84.0983333333334,51.0
2016-07-20,73.515,51.0
2016-07-21,68.7258333333333,51.0
2016-07-22,82.2895833333333,51.0
2016-07-23,86.9641666666667,51.0
2016-07-24,70.3533333333333,51.0
2016-07-25,77.14,51.0
2016-07-26,80.9770833333333,51.0
2016-07-27,68.6145833333333,51.0
2016-07-28,122.7075,51.0
2016-07-29,94.4929166666667,51.0
2016-07-30,77.2195833333333,51.0
2016-07-31,76.8675,51.0
2016-08-01,96.0404166666667,51.0
2016-08-02,84.6004166666667,51.0
2016-08-03,93.0808333333333,51.0
2016-08-04,98.9066666666667,51.0
2016-08-05,100.374583333333,51.0
2016-08-06,98.085,51.0
2016-08-07,77.24625,51.0
2016-08-08,67.2666666666667,51.0
2016-08-09,60.7979166666667,51.0
2016-08-10,66.3195833333333,51.0
2016-08-11,60.8520833333333,51.0
2016-08-12,59.1375,51.0
2016-08-13,55.7179166666667,51.0
2016-08-14,64.1420833333333,51.0
2016-08-15,62.9033333333333,51.0
2016-08-16,64.22375,51.0
2016-08-17,54.17875,51.0
2016-08-18,57.9945833333333,51.0
2016-08-19,143.927916666667,51.0
2016-08-20,72.4129166666667,51.0
2016-08-21,58.6258333333333,51.0
2016-08-22,50.975,51.0
2016-08-23,49.3383333333333,51.0
2016-08-24,45.8483333333333,51.0
2016-08-25,43.0345833333333,51.0
2016-08-26,58.4683333333333,51.0
2016-08-27,107.643333333333,51.0
2016-08-28,93.1554166666667,51.0
2016-08-29,73.5075,51.0
2016-08-30,64.3245833333333,51.0
2016-08-31,63.3658333333334,51.0
2016-09-01,56.7233333333333,51.0
2016-09-02,67.2279166666667,51.0
2016-09-03,58.34625,51.0
2016-09-04,56.2358333333333,51.0
2016-09-05,57.8733333333333,51.0
2016-09-06,60.1254166666667,51.0
2016-09-07,55.9891666666667,51.0
2016-09-08,85.7029166666667,51.0
2016-09-09,77.47875,51.0
2016-09-10,65.3433333333333,51.0
2016-09-11,65.9620833333333,51.0
2016-09-12,62.9270833333333,51.0
2016-09-13,67.9633333333334,51.0
2016-09-14,63.5641666666667,51.0
2016-09-15,56.31375,51.0
2016-09-16,67.1391666666666,51.0
2016-09-17,54.1229166666667,51.0
2016-09-18,49.3383333333333,51.0
2016-09-19,64.4766666666667,51.0
2016-09-20,68.6841666666667,51.0
2016-09-21,78.14875,51.0
2016-09-22,83.835,51.0
2016-09-23,65.2620833333333,51.0
2016-09-24,58.67375,51.0
2016-09-25,58.40625,51.0
2016-09-26,50.06125,51.0
2016-09-27,48.9925,51.0
2016-09-28,43.1391666666667,51.0
2016-09-29,39.0108333333333,51.0
2016-09-30,34.9454166666667,51.0
2016-10-01,52.3025,51.0
2016-10-02,77.1675,51.0
2016-10-03,75.3391666666667,51.0
2016-10-04,62.5266666666667,51.0
2016-10-05,71.33125,51.0
2016-10-06,66.07,51.0
2016-10-07,56.0704166666667,51.0
2016-10-08,56.42375,51.0
2016-10-09,56.8833333333333,51.0
2016-10-10,70.2020833333333,51.0
2016-10-11,66.7766666666667,51.0
2016-10-12,74.8125,51.0
2016-10-13,63.1204166666667,51.0
2016-10-14,63.235,51.0
2016-10-15,64.2141666666667,51.0
2016-10-16,73.88375,51.0
2016-10-17,68.9395833333333,51.0
2016-10-18,67.8616666666667,51.0
2016-10-19,52.295,51.0
2016-10-20,62.3458333333333,51.0
2016-10-21,52.0820833333333,51.0
2016-10-22,44.9695833333333,51.0
2016-10-23,40.5079166666667,51.0
2016-10-24,37.6754166666667,51.0
2016-10-25,52.6908333333333,51.0
2016-10-26,72.56625,51.0
2016-10-27,76.9225,51.0
2016-10-28,100.590416666667,51.0
2016-10-29,109.924166666667,51.0
2016-10-30,99.4191666666667,51.0
2016-10-31,80.7120833333333,51.0
2016-11-01,99.5508333333333,51.0
2016-11-02,106.32,51.0
2016-11-03,92.5708333333333,51.0
2016-11-04,85.84125,51.0
2016-11-05,83.9825,51.0
2016-11-06,98.6104166666667,51.0
2016-11-07,102.205416666667,51.0
2016-11-08,172.21125,51.0
2016-11-09,175.650833333333,51.0
